date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:11:41	43009/43009	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a801-5efaf11e-0;gz%22	https://themezinho.net/unicord/js/particles.min.js	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/js/particles.min.js	(from https://themezinho.net/unicord/?storefront=envato-elements)
19:11:44	163266/163266	---M--	200	added ('OK')	image/jpeg	etag:%2227dc2-5c10f340-0;;;%22	https://themezinho.net/unicord/images/office01.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/office01.jpg	(from https://themezinho.net/unicord/?storefront=envato-elements)
19:11:44	18317/18317	---M-Z	200	added ('OK')	application/x-javascript	etag:%22478d-5efaf10f-0;gz%22	https://themezinho.net/unicord/js/jquery.parallax.min.js	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/js/jquery.parallax.min.js	(from https://themezinho.net/unicord/?storefront=envato-elements)
19:11:50	11268/11268	---M-Z	200	added ('OK')	application/x-javascript	etag:%222c04-5efaf11f-0;gz%22	https://themezinho.net/unicord/js/scripts.js	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/js/scripts.js	(from https://themezinho.net/unicord/?storefront=envato-elements)
19:12:00	367508/367508	---M--	200	added ('OK')	image/jpeg	etag:%2259b94-5c10f33e-0;;;%22	https://themezinho.net/unicord/images/hero01.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/hero01.jpg	(from https://themezinho.net/unicord/?storefront=envato-elements)
19:12:02	586343/586343	---M-Z	200	added ('OK')	application/x-javascript	etag:%228f267-5efaf119-0;gz%22	https://themezinho.net/unicord/js/motion.blur.js	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/js/motion.blur.js	(from https://themezinho.net/unicord/?storefront=envato-elements)
19:12:04	107961/107961	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a5b9-5efaf122-0;gz%22	https://themezinho.net/unicord/js/TweenMax.min.js	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/js/TweenMax.min.js	(from https://themezinho.net/unicord/?storefront=envato-elements)
19:12:17	77160/77160	---M--	200	added ('OK')	application/font-woff2	etag:%2212d68-5c117d97-0;;;%22	https://themezinho.net/unicord/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/fonts/fontawesome-webfont3e6e.woff2	(from https://themezinho.net/unicord/css/font-awesome.min.css)
19:12:20	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5c117d98-0;;;%22	https://themezinho.net/unicord/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/fonts/fontawesome-webfont3e6e.eot	(from https://themezinho.net/unicord/css/font-awesome.min.css)
19:12:28	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5c117d98-0;;;%22	https://themezinho.net/unicord/fonts/fontawesome-webfont.eot?	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/fonts/fontawesome-webfontd41d.eot	(from https://themezinho.net/unicord/css/font-awesome.min.css)
19:12:30	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-5c117d98-0;;;%22	https://themezinho.net/unicord/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/fonts/fontawesome-webfont3e6e.woff	(from https://themezinho.net/unicord/css/font-awesome.min.css)
19:12:35	866/866	---M--	200	added ('OK')	image/png	etag:%22362-5c10f33f-0;;;%22	https://themezinho.net/unicord/images/lines.png	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/lines.png	(from https://themezinho.net/unicord/css/style.css)
19:12:37	57661/57661	---M--	200	added ('OK')	image/gif	etag:%22e13d-5c10f674-0;;;%22	https://themezinho.net/unicord/images/preloader.gif	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/preloader.gif	(from https://themezinho.net/unicord/css/style.css)
19:12:41	444387/444387	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c7e3-5c117d97-0;gz%22	https://themezinho.net/unicord/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/fonts/fontawesome-webfont3e6e.svg	(from https://themezinho.net/unicord/css/font-awesome.min.css)
19:12:45	10622/10622	---M--	200	added ('OK')	image/png	etag:%22297e-5c10f37b-0;;;%22	https://themezinho.net/unicord/images/team-splash.png	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/team-splash.png	(from https://themezinho.net/unicord/css/style.css)
19:12:49	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-5c117d98-0;;;%22	https://themezinho.net/unicord/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/fonts/fontawesome-webfont3e6e.ttf	(from https://themezinho.net/unicord/css/font-awesome.min.css)
19:12:52	61777/61777	---M--	200	added ('OK')	image/png	etag:%22f151-5c168bf7-0;;;%22	https://themezinho.net/unicord/images/pattern-bg2.png	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/pattern-bg2.png	(from https://themezinho.net/unicord/css/style.css)
19:12:59	68888/68888	---M--	200	added ('OK')	image/png	etag:%2210d18-5c168bf7-0;;;%22	https://themezinho.net/unicord/images/typography.png	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/typography.png	(from https://themezinho.net/unicord/index-animation.html)
19:13:01	2415/2415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2296f-5efaf186-0;gz%22	https://themezinho.net/unicord/js/kinetic-slider-inits.js	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/js/kinetic-slider-inits.js	(from https://themezinho.net/unicord/index-kinetic-slider.html)
19:13:24	597924/597924	---M-Z	200	added ('OK')	application/x-javascript	etag:%2291fa4-5efaf121-0;gz%22	https://themezinho.net/unicord/js/kinetic-slider.js	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/js/kinetic-slider.js	(from https://themezinho.net/unicord/index-kinetic-slider.html)
19:13:33	25752/25752	---M--	200	added ('OK')	image/jpeg	etag:%226498-5c10f37b-0;;;%22	https://themezinho.net/unicord/images/team01.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/team01.jpg	(from https://themezinho.net/unicord/unicord.html)
19:13:40	35868/35868	---M--	200	added ('OK')	image/jpeg	etag:%228c1c-5c10f37b-0;;;%22	https://themezinho.net/unicord/images/team02.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/team02.jpg	(from https://themezinho.net/unicord/unicord.html)
19:13:48	34166/34166	---M--	200	added ('OK')	image/jpeg	etag:%228576-5c10f37b-0;;;%22	https://themezinho.net/unicord/images/team03.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/team03.jpg	(from https://themezinho.net/unicord/unicord.html)
19:13:55	26196/26196	---M--	200	added ('OK')	image/jpeg	etag:%226654-5c10f37c-0;;;%22	https://themezinho.net/unicord/images/team04.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/team04.jpg	(from https://themezinho.net/unicord/unicord.html)
19:14:09	677260/677260	---M--	200	added ('OK')	video/mp4	etag:%22a558c-5c10f2a9-0;;;%22	https://themezinho.net/unicord/videos/video.mp4	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/videos/video.mp4	(from https://themezinho.net/unicord/unicord.html)
19:14:11	12539/12539	---M--	200	added ('OK')	image/jpeg	etag:%2230fb-5c1194d9-0;;;%22	https://themezinho.net/unicord/images/avatar01.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/avatar01.jpg	(from https://themezinho.net/unicord/news.html)
19:14:13	11601/11601	---M-Z	200	added ('OK')	text/html	etag:%222d51-5efaf108-0;gz%22	https://themezinho.net/unicord/news-single.html	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/news-single.html	(from https://themezinho.net/unicord/news.html)
19:14:25	203373/203373	---M--	200	added ('OK')	image/jpeg	etag:%2231a6d-5c1194cf-0;;;%22	https://themezinho.net/unicord/images/news01.jpg	C:/Users/mitta/Downloads/YLF%20WEBSITE/themezinho.net/unicord/images/news01.jpg	(from https://themezinho.net/unicord/news.html)
